orig	orig_type	dest	dest_type	int
RBX1	gvirus	UBA7	gcancer	cov2
CENPF	gvirus	SPAG5	gcancer	cov2
STOM	gvirus	NRAS	gcancer	cov2
HMOX1	gvirus	IL6	gcancer	cov2
WFS1	gvirus	MEN1	gcancer	cov2
AP2M1	gvirus	ARCN1	gcancer	cov2
FBN1	gvirus	MEN1	gcancer	cov2
RIPK1	gvirus	PRKCI	gcancer	cov2
DNMT1	gvirus	HDAC2	gcancer	cov2
DNMT1	gvirus	MYC	gcancer	cov2
ERC1	gvirus	PRKCI	gcancer	cov2
CEP55	gvirus	FOXM1	gcancer	cov2
CDK5RAP2	gvirus	MCPH1	gcancer	cov2
ITGB1	gvirus	VEGFA	gcancer	cov2
ITGB1	gvirus	KIT	gcancer	cov2
GLA	gvirus	IST1	gcancer	cov2
MFGE8	gvirus	MEN1	gcancer	cov2
RDX	gvirus	LATS2	gcancer	cov2
ADAMTS1	gvirus	VEGFA	gcancer	cov2
CENPF	gvirus	FOXM1	gcancer	cov2
HMOX1	gvirus	VEGFA	gcancer	cov2
CWC27	gvirus	YBX1	gcancer	cov2
COMMD5	gvirus	HIF1A	gcancer	cov2
G3BP1	gvirus	YBX1	gcancer	cov2
SLC9A3R1	gvirus	PTEN	gcancer	cov2
RNF41	gvirus	NRG1	gcancer	cov2
RNF41	gvirus	ERBB3	gcancer	cov2
POLA1	gvirus	PCNA	gcancer	cov2
POLA1	gvirus	CHEK1	gcancer	cov2
AP3B1	gvirus	BRAF	gcancer	cov2
FGFR1OP	gvirus	STAT3	gcancer	cov2
FGFR1OP	gvirus	PIK3CA	gcancer	cov2
IDE	gvirus	SIRT4	gcancer	cov2
ARF6	gvirus	PIK3CA	gcancer	cov2
ARF6	gvirus	MET	gcancer	cov2
PRIM1	gvirus	PCNA	gcancer	cov2
PRIM1	gvirus	CHEK1	gcancer	cov2
CUL2	gvirus	HIF1A	gcancer	cov2
CPSF3	gvirus	YBX1	gcancer	cov2
DNMT1	gvirus	PCNA	gcancer	cov2
DNMT1	gvirus	STAT3	gcancer	cov2
DNMT1	gvirus	DNMT3B	gcancer	cov2
DNMT1	gvirus	KDM1A	gcancer	cov2
DNMT1	gvirus	SIN3A	gcancer	cov2
DNMT1	gvirus	EZH2	gcancer	cov2
DNMT1	gvirus	RBL1	gcancer	cov2
DNMT1	gvirus	PTEN	gcancer	cov2
POLA2	gvirus	PCNA	gcancer	cov2
CEP55	gvirus	CHEK1	gcancer	cov2
ITGB1	gvirus	STAT3	gcancer	cov2
ITGB1	gvirus	PIK3CA	gcancer	cov2
ITGB1	gvirus	ANGPT1	gcancer	cov2
ITGB1	gvirus	MET	gcancer	cov2
ITGB1	gvirus	PTEN	gcancer	cov2
GLA	gvirus	SERPINB3	gcancer	cov2
COMMD10	gvirus	HIF1A	gcancer	cov2
RBX1	gvirus	HIF1A	gcancer	cov2
RBX1	gvirus	PCNA	gcancer	cov2
CENPF	gvirus	CHEK1	gcancer	cov2
PTPN13	gvirus	STAT3	gcancer	cov2
PTPN13	gvirus	PTEN	gcancer	cov2
HMOX1	gvirus	HIF1A	gcancer	cov2
HMOX1	gvirus	STAT3	gcancer	cov2
RNF41	gvirus	TRIM11	gcancer	cov2
CUL2	gvirus	TRIM11	gcancer	cov2
FBXL12	gvirus	TRIM11	gcancer	cov2
RBX1	gvirus	NF1	gcancer	cov2
RBX1	gvirus	TRIM11	gcancer	cov2
NPC2	gvirus	MAPK1	gcancer	cov2
POR	gvirus	FOS	gcancer	cov2
PRKAR2B	gvirus	MAPK1	gcancer	cov2
HDAC2	gvirus	TTF1	gcancer	cov2
HDAC2	gvirus	CHD5	gcancer	cov2
HDAC2	gvirus	SETDB1	gcancer	cov2
HDAC2	gvirus	MECP2	gcancer	cov2
MOV10	gvirus	NCOA3	gcancer	cov2
MOV10	gvirus	NOTCH3	gcancer	cov2
MARK3	gvirus	MAPK1	gcancer	cov2
MARK3	gvirus	ARAF	gcancer	cov2
AKAP9	gvirus	MAPK1	gcancer	cov2
AKAP9	gvirus	ARAF	gcancer	cov2
STC2	gvirus	IGFBP7	gcancer	cov2
HS2ST1	gvirus	GPC5	gcancer	cov2
UBE3A	gvirus	ITCH	gcancer	cov2
SRP19	gvirus	RPS15A	gcancer	cov2
HERC2	gvirus	ITCH	gcancer	cov2
NDFIP2	gvirus	ITCH	gcancer	cov2
HDAC2	gvirus	SETD2	gcancer	cov2
MOV10	gvirus	CDKN2B	gcancer	cov2
HECTD1	gvirus	ITCH	gcancer	cov2
PSMD8	gvirus	ITCH	gcancer	cov2
MRPS2	gvirus	RPS15A	gcancer	cov2
MARK3	gvirus	FXR1	gcancer	cov2
AKAP9	gvirus	FXR1	gcancer	cov2
LRRC41	gvirus	ITCH	gcancer	cov2
STK4	gvirus	RASSF1	gcancer	cov2
CEP135	gvirus	HSP90AA1	gcancer	cov2
NEU1	gvirus	NFKB1	gcancer	cov2
UBE3A	gvirus	HSP90AA1	gcancer	cov2
UBE3A	gvirus	CTNNB1	gcancer	cov2
PRKAR2B	gvirus	HSP90AA1	gcancer	cov2
ERP44	gvirus	NFKB1	gcancer	cov2
GNG5	gvirus	PTGDR	gcancer	cov2
HDAC2	gvirus	SMARCA4	gcancer	cov2
HDAC2	gvirus	NFKB1	gcancer	cov2
HDAC2	gvirus	CTNNB1	gcancer	cov2
MOV10	gvirus	CDK4	gcancer	cov2
CNTRL	gvirus	HSP90AA1	gcancer	cov2
TLE1	gvirus	SMARCA4	gcancer	cov2
TLE1	gvirus	CTNNB1	gcancer	cov2
OFD1	gvirus	HSP90AA1	gcancer	cov2
PSMD8	gvirus	NFKB1	gcancer	cov2
PSMD8	gvirus	CTNNB1	gcancer	cov2
CSNK2A2	gvirus	HSP90AA1	gcancer	cov2
CSNK2A2	gvirus	CTNNB1	gcancer	cov2
DOCK6	gvirus	RAC1	gcancer	cov2
AKAP9	gvirus	HSP90AA1	gcancer	cov2
SAV1	gvirus	RASSF1	gcancer	cov2
RAB8A	gvirus	HSP90AA1	gcancer	cov2
RAB8A	gvirus	RRBP1	gcancer	cov2
STC2	gvirus	CDH2	gcancer	cov2
GTF2F2	gvirus	YEATS4	gcancer	cov2
CIT	gvirus	RAC1	gcancer	cov2
HYOU1	gvirus	HSP90AA1	gcancer	cov2
NUP88	gvirus	NPM1	gcancer	cov2
RAB5C	gvirus	CPNE1	gcancer	cov2
NUP62	gvirus	NPM1	gcancer	cov2
UBE3A	gvirus	UBE2M	gcancer	cov2
UBE3A	gvirus	FBXW2	gcancer	cov2
HERC2	gvirus	UBE2M	gcancer	cov2
HERC2	gvirus	FBXW2	gcancer	cov2
PRKAR2B	gvirus	GLI1	gcancer	cov2
GNG5	gvirus	AKT1	gcancer	cov2
HDAC2	gvirus	GLI1	gcancer	cov2
HDAC2	gvirus	YY1	gcancer	cov2
HDAC2	gvirus	CREBBP	gcancer	cov2
MOV10	gvirus	ELF3	gcancer	cov2
MOV10	gvirus	SRC	gcancer	cov2
MOV10	gvirus	CREBBP	gcancer	cov2
TLE1	gvirus	CREBBP	gcancer	cov2
HECTD1	gvirus	UBE2M	gcancer	cov2
HECTD1	gvirus	FBXW2	gcancer	cov2
RAB14	gvirus	RAP2B	gcancer	cov2
SLC44A2	gvirus	RAP2B	gcancer	cov2
OFD1	gvirus	GLI1	gcancer	cov2
PSMD8	gvirus	PTTG1	gcancer	cov2
PSMD8	gvirus	LIMD1	gcancer	cov2
PSMD8	gvirus	GLI1	gcancer	cov2
TCF12	gvirus	CREBBP	gcancer	cov2
MARK3	gvirus	SRC	gcancer	cov2
MARK3	gvirus	BCL2L11	gcancer	cov2
COMMD1	gvirus	UBE2M	gcancer	cov2
COMMD1	gvirus	FBXW2	gcancer	cov2
AKAP9	gvirus	SRC	gcancer	cov2
AKAP9	gvirus	BCL2L11	gcancer	cov2
SAV1	gvirus	LIMD1	gcancer	cov2
LRRC41	gvirus	UBE2M	gcancer	cov2
LRRC41	gvirus	FBXW2	gcancer	cov2
NUP88	gvirus	PML	gcancer	cov2
RAB5C	gvirus	RAB1A	gcancer	cov2
NUP62	gvirus	PML	gcancer	cov2
UBE3A	gvirus	SKP2	gcancer	cov2
SIK3	gvirus	SFN	gcancer	cov2
HERC2	gvirus	SKP2	gcancer	cov2
GOLGB1	gvirus	RAB1A	gcancer	cov2
PRKAR2B	gvirus	PXN	gcancer	cov2
GNG5	gvirus	CXCR4	gcancer	cov2
HDAC2	gvirus	PML	gcancer	cov2
MOV10	gvirus	PML	gcancer	cov2
MOV10	gvirus	E2F3	gcancer	cov2
TLE1	gvirus	APC	gcancer	cov2
HECTD1	gvirus	SKP2	gcancer	cov2
RAB14	gvirus	SFN	gcancer	cov2
RAB14	gvirus	RAB1A	gcancer	cov2
PSMD8	gvirus	SKP2	gcancer	cov2
PSMD8	gvirus	APC	gcancer	cov2
GOLGA2	gvirus	RAB1A	gcancer	cov2
COMMD1	gvirus	SKP2	gcancer	cov2
RAB8A	gvirus	SFN	gcancer	cov2
RAB8A	gvirus	RAB1A	gcancer	cov2
TBKBP1	gvirus	TBK1	gcancer	cov2
LRRC41	gvirus	SKP2	gcancer	cov2
COL6A1	gvirus	MMP2	gcancer	cov2
F2RL1	gvirus	GRP	gcancer	cov2
DNA2	gvirus	TP53	gcancer	cov2
SIRT5	gvirus	TP53	gcancer	cov2
UBE3A	gvirus	TP53	gcancer	cov2
TRIM59	gvirus	TP53	gcancer	cov2
ADAM9	gvirus	TNF	gcancer	cov2
GNG5	gvirus	ACKR3	gcancer	cov2
GNG5	gvirus	GRP	gcancer	cov2
HDAC2	gvirus	KDM6A	gcancer	cov2
HDAC2	gvirus	TP53	gcancer	cov2
MOV10	gvirus	TP53	gcancer	cov2
TIMM9	gvirus	TAZ	gcancer	cov2
PSMD8	gvirus	TNF	gcancer	cov2
PSMD8	gvirus	COPS5	gcancer	cov2
PSMD8	gvirus	TP53	gcancer	cov2
CSNK2A2	gvirus	TP53	gcancer	cov2
COMMD1	gvirus	COPS5	gcancer	cov2
MAT2B	gvirus	DNMT3A	gcancer	cov2
LRRC41	gvirus	COPS5	gcancer	cov2
RAB5C	gvirus	EGF	gcancer	cov2
RAB5C	gvirus	RAP1A	gcancer	cov2
STK4	gvirus	FOXO3	gcancer	cov2
STK4	gvirus	YAP1	gcancer	cov2
DNA2	gvirus	ATM	gcancer	cov2
DNA2	gvirus	KIF4A	gcancer	cov2
SIRT5	gvirus	FOXO3	gcancer	cov2
UBE3A	gvirus	UBE2C	gcancer	cov2
UBE3A	gvirus	KEAP1	gcancer	cov2
HERC2	gvirus	ATM	gcancer	cov2
HERC2	gvirus	UBE2C	gcancer	cov2
HERC2	gvirus	KEAP1	gcancer	cov2
PRKAR2B	gvirus	BCL2	gcancer	cov2
HDAC2	gvirus	SIRT3	gcancer	cov2
MOV10	gvirus	FOXO3	gcancer	cov2
HECTD1	gvirus	UBE2C	gcancer	cov2
HECTD1	gvirus	KEAP1	gcancer	cov2
SLC44A2	gvirus	KEAP1	gcancer	cov2
SLC44A2	gvirus	RAP1A	gcancer	cov2
PSMD8	gvirus	UBE2C	gcancer	cov2
GOLGA2	gvirus	GOLPH3	gcancer	cov2
MARK3	gvirus	RAP1A	gcancer	cov2
SCCPDH	gvirus	HGF	gcancer	cov2
SCCPDH	gvirus	EGF	gcancer	cov2
COMMD1	gvirus	KEAP1	gcancer	cov2
AKAP9	gvirus	RAP1A	gcancer	cov2
SAV1	gvirus	YAP1	gcancer	cov2
RAB8A	gvirus	RAP1A	gcancer	cov2
GTF2F2	gvirus	ATM	gcancer	cov2
GTF2F2	gvirus	METTL3	gcancer	cov2
LRRC41	gvirus	UBE2C	gcancer	cov2
LRRC41	gvirus	KEAP1	gcancer	cov2
CIT	gvirus	KIF4A	gcancer	cov2
NUP88	gvirus	MDM2	gcancer	cov2
NUP62	gvirus	MDM2	gcancer	cov2
DNA2	gvirus	RFC5	gcancer	cov2
UBE3A	gvirus	CUL3	gcancer	cov2
HERC2	gvirus	CUL3	gcancer	cov2
IBTK	gvirus	CUL3	gcancer	cov2
HDAC2	gvirus	SMARCA5	gcancer	cov2
HDAC2	gvirus	SIRT1	gcancer	cov2
HDAC2	gvirus	DNMT1	gcancer	cov2
HDAC2	gvirus	BAP1	gcancer	cov2
MOV10	gvirus	MDM2	gcancer	cov2
MOV10	gvirus	ETS2	gcancer	cov2
HECTD1	gvirus	CUL3	gcancer	cov2
PSMD8	gvirus	CUL3	gcancer	cov2
SCCPDH	gvirus	VEGFC	gcancer	cov2
COMMD1	gvirus	CUL3	gcancer	cov2
MAT2B	gvirus	DNMT1	gcancer	cov2
LRRC41	gvirus	CUL3	gcancer	cov2
COL6A1	gvirus	ITGB1	gcancer	cov2
RAB5C	gvirus	RAB37	gcancer	cov2
DNA2	gvirus	CDC45	gcancer	cov2
PRKAR2B	gvirus	ITGB1	gcancer	cov2
ADAM9	gvirus	CDH1	gcancer	cov2
HDAC2	gvirus	CDH1	gcancer	cov2
HDAC2	gvirus	NOTCH1	gcancer	cov2
HDAC2	gvirus	RB1	gcancer	cov2
MOV10	gvirus	NOTCH1	gcancer	cov2
TLE1	gvirus	NOTCH1	gcancer	cov2
RAB14	gvirus	TMC6	gcancer	cov2
RAB14	gvirus	RAB37	gcancer	cov2
SLC44A2	gvirus	TMC6	gcancer	cov2
SLC44A2	gvirus	RAB37	gcancer	cov2
PSMD8	gvirus	RUNX3	gcancer	cov2
TCF12	gvirus	LMO1	gcancer	cov2
SIL1	gvirus	KRAS	gcancer	cov2
MARK3	gvirus	RAF1	gcancer	cov2
MARK3	gvirus	KRAS	gcancer	cov2
AKAP9	gvirus	RAF1	gcancer	cov2
AKAP9	gvirus	KRAS	gcancer	cov2
RAB8A	gvirus	RAB37	gcancer	cov2
MAT2B	gvirus	PTRH2	gcancer	cov2
RAB5C	gvirus	EGFR	gcancer	cov2
POR	gvirus	JUN	gcancer	cov2
UBE3A	gvirus	LMO7	gcancer	cov2
HERC2	gvirus	LMO7	gcancer	cov2
HDAC2	gvirus	ING5	gcancer	cov2
HDAC2	gvirus	SMARCA2	gcancer	cov2
HDAC2	gvirus	BMI1	gcancer	cov2
HDAC2	gvirus	JUN	gcancer	cov2
HDAC2	gvirus	SALL4	gcancer	cov2
HDAC2	gvirus	RBL2	gcancer	cov2
MOV10	gvirus	JUN	gcancer	cov2
MOV10	gvirus	CCND1	gcancer	cov2
MOV10	gvirus	CDKN2A	gcancer	cov2
TLE1	gvirus	CCND1	gcancer	cov2
HECTD1	gvirus	LMO7	gcancer	cov2
PSMD8	gvirus	CCND1	gcancer	cov2
PSMD8	gvirus	PPP2R1B	gcancer	cov2
MARK3	gvirus	JAK2	gcancer	cov2
MARK3	gvirus	PPP2R1B	gcancer	cov2
COMMD1	gvirus	LMO7	gcancer	cov2
AKAP9	gvirus	JAK2	gcancer	cov2
GTF2F2	gvirus	USP39	gcancer	cov2
LRRC41	gvirus	LMO7	gcancer	cov2
RAB5C	gvirus	WNT5A	gcancer	cov2
PRKAR2B	gvirus	BCL2L1	gcancer	cov2
GNG5	gvirus	WNT5A	gcancer	cov2
HDAC2	gvirus	EGR1	gcancer	cov2
HDAC2	gvirus	CBX7	gcancer	cov2
MOV10	gvirus	ETS1	gcancer	cov2
PSMD8	gvirus	PSMA6	gcancer	cov2
SLU7	gvirus	RBM5	gcancer	cov2
MDN1	gvirus	PA2G4	gcancer	cov2
NPC2	gvirus	PA2G4	gcancer	cov2
UBE3A	gvirus	UBA7	gcancer	cov2
HERC2	gvirus	UBA7	gcancer	cov2
SIRT5	gvirus	HDAC2	gcancer	cov2
UBE3A	gvirus	HDAC2	gcancer	cov2
HDAC2	gvirus	SIRT7	gcancer	cov2
HECTD1	gvirus	UBA7	gcancer	cov2
RAB14	gvirus	NRAS	gcancer	cov2
TCF12	gvirus	MYB	gcancer	cov2
MARK3	gvirus	NRAS	gcancer	cov2
MARK3	gvirus	QKI	gcancer	cov2
AKAP9	gvirus	NRAS	gcancer	cov2
AKAP9	gvirus	QKI	gcancer	cov2
STC2	gvirus	IL6	gcancer	cov2
GTF2F2	gvirus	RBM5	gcancer	cov2
GTF2F2	gvirus	MYB	gcancer	cov2
LRRC41	gvirus	UBA7	gcancer	cov2
RAB5C	gvirus	RAB22A	gcancer	cov2
STK4	gvirus	LATS2	gcancer	cov2
CEP135	gvirus	MCPH1	gcancer	cov2
NPC2	gvirus	IST1	gcancer	cov2
SIRT5	gvirus	HDAC2	gcancer	cov2
UBE3A	gvirus	HDAC2	gcancer	cov2
GOLGB1	gvirus	ARCN1	gcancer	cov2
GIGYF2	gvirus	CNOT4	gcancer	cov2
MOV10	gvirus	MYC	gcancer	cov2
TLE1	gvirus	MYC	gcancer	cov2
TLE1	gvirus	MEN1	gcancer	cov2
RAB14	gvirus	RAB22A	gcancer	cov2
TCF12	gvirus	NEUROD1	gcancer	cov2
GOLGA2	gvirus	ARCN1	gcancer	cov2
NDUFAF2	gvirus	MYC	gcancer	cov2
SCCPDH	gvirus	VEGFA	gcancer	cov2
SAV1	gvirus	LATS2	gcancer	cov2
RAB8A	gvirus	RAB22A	gcancer	cov2
STC2	gvirus	MEN1	gcancer	cov2
F2RL1	gvirus	PIK3CA	gcancer	cov2
SLU7	gvirus	YBX1	gcancer	cov2
NPC2	gvirus	SERPINB3	gcancer	cov2
MARK2	gvirus	STK11	gcancer	cov2
DNA2	gvirus	PCNA	gcancer	cov2
DNA2	gvirus	CHEK1	gcancer	cov2
UBE3A	gvirus	SIN3A	gcancer	cov2
UBE3A	gvirus	PTEN	gcancer	cov2
SIK3	gvirus	STK11	gcancer	cov2
IBTK	gvirus	SYK	gcancer	cov2
GNG5	gvirus	PIK3CA	gcancer	cov2
HDAC2	gvirus	STAT3	gcancer	cov2
HDAC2	gvirus	NCOR1	gcancer	cov2
HDAC2	gvirus	DNMT3B	gcancer	cov2
HDAC2	gvirus	KDM1A	gcancer	cov2
HDAC2	gvirus	SIN3A	gcancer	cov2
HDAC2	gvirus	EZH2	gcancer	cov2
HDAC2	gvirus	RBL1	gcancer	cov2
HDAC2	gvirus	SIRT2	gcancer	cov2
HDAC2	gvirus	SIRT4	gcancer	cov2
MOV10	gvirus	SIN3A	gcancer	cov2
MOV10	gvirus	EZH2	gcancer	cov2
MOV10	gvirus	PTEN	gcancer	cov2
TLE1	gvirus	HNF1A	gcancer	cov2
PSMD8	gvirus	HIF1A	gcancer	cov2
PSMD8	gvirus	PTEN	gcancer	cov2
TCF12	gvirus	ASCL1	gcancer	cov2
CSNK2A2	gvirus	SIN3A	gcancer	cov2
CSNK2A2	gvirus	PTEN	gcancer	cov2
MARK3	gvirus	BRAF	gcancer	cov2
COMMD1	gvirus	HIF1A	gcancer	cov2
AKAP9	gvirus	BRAF	gcancer	cov2
MAT2B	gvirus	DNMT3B	gcancer	cov2
GTF2F2	gvirus	CHEK1	gcancer	cov2
GTF2F2	gvirus	YBX1	gcancer	cov2
UBE3A	gvirus	TRIM11	gcancer	cov2
HERC2	gvirus	TRIM11	gcancer	cov2
HECTD1	gvirus	TRIM11	gcancer	cov2
PSMD8	gvirus	NF1	gcancer	cov2
LRRC41	gvirus	TRIM11	gcancer	cov2
TYK2	grisk	MAPK1	gcancer	risk
TYK2	grisk	NFKB1	gcancer	risk
HLA-G	grisk	PML	gcancer	risk
HLA-G	grisk	TRIM62	gcancer	risk
TYK2	grisk	EGFR	gcancer	risk
TYK2	grisk	JAK2	gcancer	risk
HLA-G	grisk	EGR1	gcancer	risk
TYK2	grisk	IL6	gcancer	risk
TYK2	grisk	STAT3	gcancer	risk
TYK2	grisk	PIK3CA	gcancer	risk
IFNAR2	grisk	JAK2	gcancer	risk
IFNAR2	grisk	IL6	gcancer	risk
NOTCH4	grisk	NOTCH3	gcancer	risk
NOTCH4	grisk	AKT1	gcancer	risk
NOTCH4	grisk	CREBBP	gcancer	risk
NOTCH4	grisk	NOTCH1	gcancer	risk
NOTCH4	grisk	PSMA6	gcancer	risk
NOTCH4	grisk	VEGFA	gcancer	risk
